Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
,VRcOyQeCd2H,SAV_2030 Specialized laboratory,SAV_2030 Specialized laboratory,NONE,TRACKER,,TEXT,2030 Specialized laboratory,FALSE,,OzshuDqmXQI,,,,
,yX2VIV6c2bm,SAV_2031 Imaging X <U+FFFD> ray,SAV_2031 Imaging X <U+FFFD> ray,NONE,TRACKER,,TEXT,2031 Imaging X <U+FFFD> ray,FALSE,,OzshuDqmXQI,,,,
,HhFk93jdLM0,SAV_2032 Ultra sound scan,SAV_2032 Ultra sound scan,NONE,TRACKER,,TEXT,2032 Ultra sound scan,FALSE,,OzshuDqmXQI,,,,
,zIN6RpvIBsq,SAV_2033 Endoscopy/ Laparoscopy,SAV_2033 Endoscopy/ Laparoscopy,NONE,TRACKER,,TEXT,2033 Endoscopy/ Laparoscopy,FALSE,,OzshuDqmXQI,,,,
,ns5rSAs69Jt,SAV_2034 Computerized Tomography Scan,SAV_2034 Computerized Tomography Scan,NONE,TRACKER,,TEXT,2034 Computerized Tomography Scan,FALSE,,OzshuDqmXQI,,,,
,FZDlJ0qyhrP,SAV_2035 Magnetic Resonance Imaging,SAV_2035 Magnetic Resonance Imaging,NONE,TRACKER,,TEXT,2035 Magnetic Resonance Imaging,FALSE,,OzshuDqmXQI,,,,
,l2U0uwo5VK9,"SAV_2036 Other specialized imaging( i.e. AVU, EEG etc)","SAV_2036 Other specialized imaging( i.e. AVU, EEG ",NONE,TRACKER,,TEXT,"2036 Other specialized imaging( i.e. AVU, EEG etc)",FALSE,,OzshuDqmXQI,,,,
,r8bPlXu0Sls,SAV_2037 Pharmaceutical,SAV_2037 Pharmaceutical,NONE,TRACKER,,TEXT,2037 Pharmaceutical,FALSE,,OzshuDqmXQI,,,,
,TvwkUXw0J0s,SAV_2038 Blood safety,SAV_2038 Blood safety,NONE,TRACKER,,TEXT,2038 Blood safety,FALSE,,OzshuDqmXQI,,,,
,JRg0uhonMGf,SAV_2039 Physiotherapy,SAV_2039 Physiotherapy,NONE,TRACKER,,TEXT,2039 Physiotherapy,FALSE,,OzshuDqmXQI,,,,
,r6BLnZI2ij6,SAV_2040 Orthopaedic Plaster,SAV_2040 Orthopaedic Plaster,NONE,TRACKER,,TEXT,2040 Orthopaedic Plaster,FALSE,,OzshuDqmXQI,,,,
,fvsqyDmL1VP,SAV_2041 Orthopeadic technology (e.g. appliances),SAV_2041 Orthopeadic technology (e.g. appliances),NONE,TRACKER,,TEXT,2041 Orthopeadic technology (e.g. appliances),FALSE,,OzshuDqmXQI,,,,
,ZXD3Naiuqwy,SAV_2042 Occupational therapy,SAV_2042 Occupational therapy,NONE,TRACKER,,TEXT,2042 Occupational therapy,FALSE,,OzshuDqmXQI,,,,
,d5wuDghRWFQ,SAV_2043 Palliative care,SAV_2043 Palliative care,NONE,TRACKER,,TEXT,2043 Palliative care,FALSE,,OzshuDqmXQI,,,,
,zMmFyOBmlDu,SAV_2044 Specialized clinics,SAV_2044 Specialized clinics,NONE,TRACKER,,TEXT,2044 Specialized clinics,FALSE,,OzshuDqmXQI,,,,
,WXQkKtPoOhA,SAV_2045 Comprehensive youth friendly services,SAV_2045 Comprehensive youth friendly services,NONE,TRACKER,,TEXT,2045 Comprehensive youth friendly services,FALSE,,OzshuDqmXQI,,,,
,qbyGhIOgRV1,SAV_2046 Outpatient operations,SAV_2046 Outpatient operations,NONE,TRACKER,,TEXT,2046 Outpatient operations,FALSE,,OzshuDqmXQI,,,,
,gnoM3KUAzj4,SAV_2047 Emergency operations,SAV_2047 Emergency operations,NONE,TRACKER,,TEXT,2047 Emergency operations,FALSE,,OzshuDqmXQI,,,,
,L6gvHvovBOt,SAV_2048 General operations,SAV_2048 General operations,NONE,TRACKER,,TEXT,2048 General operations,FALSE,,OzshuDqmXQI,,,,
,nbzdKfZyxoz,SAV_2049 Specialized operations,SAV_2049 Specialized operations,NONE,TRACKER,,TEXT,2049 Specialized operations,FALSE,,OzshuDqmXQI,,,,
,BrxVJ29Rp1W,SAV_2050 Radiotherapy,SAV_2050 Radiotherapy,NONE,TRACKER,,TEXT,2050 Radiotherapy,FALSE,,OzshuDqmXQI,,,,
,TA8YuKIfrtc,SAV_2051 Chemotherapy,SAV_2051 Chemotherapy,NONE,TRACKER,,TEXT,2051 Chemotherapy,FALSE,,OzshuDqmXQI,,,,
,n61BjvtM4gt,SAV_2052 Interventional Radiology,SAV_2052 Interventional Radiology,NONE,TRACKER,,TEXT,2052 Interventional Radiology,FALSE,,OzshuDqmXQI,,,,
,eDeNS2yhNDx,SAV_2053 Dialysis,SAV_2053 Dialysis,NONE,TRACKER,,TEXT,2053 Dialysis,FALSE,,OzshuDqmXQI,,,,
,zvbml1sM19T,"SAV_2054 Organ transplants (e.g. kidney, liver, bone marrow)","SAV_2054 Organ transplants (e.g. kidney, liver, bo",NONE,TRACKER,,TEXT,"2054 Organ transplants (e.g. kidney, liver, bone marrow)",FALSE,,OzshuDqmXQI,,,,
,txwC2qYBV8g,SAV_2055 Reconstructive surgery,SAV_2055 Reconstructive surgery,NONE,TRACKER,,TEXT,2055 Reconstructive surgery,FALSE,,OzshuDqmXQI,,,,
,o9s38XRpQ5J,SAV_2056 Health Promotion including health Education,SAV_2056 Health Promotion including health Educati,NONE,TRACKER,,TEXT,2056 Health Promotion including health Education,FALSE,,OzshuDqmXQI,,,,
,a9VnmRF9z6D,SAV_2057 Sexual education,SAV_2057 Sexual education,NONE,TRACKER,,TEXT,2057 Sexual education,FALSE,,OzshuDqmXQI,,,,
,tPRuhSDUja9,SAV_2058 Substance abuse,SAV_2058 Substance abuse,NONE,TRACKER,,TEXT,2058 Substance abuse,FALSE,,OzshuDqmXQI,,,,
,Gydu5soImmC,SAV_2059 Micronutrient deficiency control,SAV_2059 Micronutrient deficiency control,NONE,TRACKER,,TEXT,2059 Micronutrient deficiency control,FALSE,,OzshuDqmXQI,,,,
,AtmNgEgaJz6,SAV_2060 Safe water,SAV_2060 Safe water,NONE,TRACKER,,TEXT,2060 Safe water,FALSE,,OzshuDqmXQI,,,,
,UANK00jTjth,SAV_2061 Sanitation and hygiene,SAV_2061 Sanitation and hygiene,NONE,TRACKER,,TEXT,2061 Sanitation and hygiene,FALSE,,OzshuDqmXQI,,,,
,xL3UT0OKvqb,SAV_2062 Nutrition services,SAV_2062 Nutrition services,NONE,TRACKER,,TEXT,2062 Nutrition services,FALSE,,OzshuDqmXQI,,,,
,Hg3dClTGYRx,SAV_2063 Pollution control,SAV_2063 Pollution control,NONE,TRACKER,,TEXT,2063 Pollution control,FALSE,,OzshuDqmXQI,,,,
,gIFt4liGFyZ,SAV_2064 Housing,SAV_2064 Housing,NONE,TRACKER,,TEXT,2064 Housing,FALSE,,OzshuDqmXQI,,,,
,JyQ43YLncq6,SAV_2065 School health,SAV_2065 School health,NONE,TRACKER,,TEXT,2065 School health,FALSE,,OzshuDqmXQI,,,,
,wwYirffeEg7,SAV_2066 Food fortification,SAV_2066 Food fortification,NONE,TRACKER,,TEXT,2066 Food fortification,FALSE,,OzshuDqmXQI,,,,
,PYpKVbfiF3N,SAV_2067 Population management,SAV_2067 Population management,NONE,TRACKER,,TEXT,2067 Population management,FALSE,,OzshuDqmXQI,,,,
,tWxbMI0GOMw,SAV_2068 Road Infrastructure and Transport,SAV_2068 Road Infrastructure and Transport,NONE,TRACKER,,TEXT,2068 Road Infrastructure and Transport,FALSE,,OzshuDqmXQI,,,,
,gKvY2sA6vBz,"SAV_5002:10 Paracetamol 24mg/1ml suspension
(Fever in children)","SAV_5002:10 Paracetamol 24mg/1ml suspension
(Fe",SUM,TRACKER,"5002:10 Paracetamol 24mg/1ml suspension
(Fever in children)",TEXT,"5002:10 Paracetamol 24mg/1ml suspension
(Fever in children)",FALSE,,OzshuDqmXQI,,,,
,GulvNXQweLZ,"SAV_5002:11 Salbutamol 100mcg/dose inhaler
(Bronchospasms/Chronic asthma)","SAV_5002:11 Salbutamol 100mcg/dose inhaler
(Bro",SUM,TRACKER,"5002:11 Salbutamol 100mcg/dose inhaler
(Bronchospasms/Chronic asthma)",TEXT,"5002:11 Salbutamol 100mcg/dose inhaler
(Bronchospasms/Chronic asthma)",FALSE,,OzshuDqmXQI,,,,
,IB3MK65sKYp,"SAV_5002:12 Simvastatin 20 mg cap/tab /Atorvastatin 20mg cap/tab
(High cholesterol)",SAV_5002:12 Simvastatin 20 mg cap/tab /Atorvast,SUM,TRACKER,"5002:12 Simvastatin 20 mg cap/tab /Atorvastatin 20mg cap/tab
(High cholesterol)",TEXT,"5002:12 Simvastatin 20 mg cap/tab /Atorvastatin 20mg cap/tab
(High cholesterol)",FALSE,,OzshuDqmXQI,,,,
,TDxC8siZpqF,SAV_5002:13 Amethocaine,SAV_5002:13 Amethocaine,SUM,TRACKER,5002:13 Amethocaine,TEXT,5002:13 Amethocaine,FALSE,,OzshuDqmXQI,,,,
,i5Icq0aecAt,SAV_5002:14 Atropine,SAV_5002:14 Atropine,SUM,TRACKER,5002:14 Atropine,TEXT,5002:14 Atropine,FALSE,,OzshuDqmXQI,,,,
,R2UwqFBBXDo,"SAV_5002:1 Amitriptyline 25 mg cap/tab
(Depression)","SAV_5002:1 Amitriptyline 25 mg cap/tab
(Depress",SUM,TRACKER,"5002:1 Amitriptyline 25 mg cap/tab
(Depression)",TEXT,"5002:1 Amitriptyline 25 mg cap/tab
(Depression)",FALSE,,OzshuDqmXQI,,,,
,Fl8i6OXzbNv,"SAV_5002:2 Amoxicillin 250mg cap
(Bacterial Infection)","SAV_5002:2 Amoxicillin 250mg cap
(Bacterial Inf",SUM,TRACKER,"5002:2 Amoxicillin 250mg cap
(Bacterial Infection)",TEXT,"5002:2 Amoxicillin 250mg cap
(Bacterial Infection)",FALSE,,OzshuDqmXQI,,,,
,Rx0aYgwYO5q,"SAV_5002:3 Ceftriaxone injection 250mg or 1g/vial
(2nd-line injectable antibiotic)",SAV_5002:3 Ceftriaxone injection 250mg or 1g/vi,SUM,TRACKER,"5002:3 Ceftriaxone injection 250mg or 1g/vial
(2nd-line injectable antibiotic)",TEXT,"5002:3 Ceftriaxone injection 250mg or 1g/vial
(2nd-line injectable antibiotic)",FALSE,,OzshuDqmXQI,,,,
,pYj2nSG0PMz,"SAV_5002:4 Ciprofloxacin 250mg cap/tab
(2nd-line oral antibiotic)","SAV_5002:4 Ciprofloxacin 250mg cap/tab
(2nd-lin",SUM,TRACKER,"5002:4 Ciprofloxacin 250mg cap/tab
(2nd-line oral antibiotic)",TEXT,"5002:4 Ciprofloxacin 250mg cap/tab
(2nd-line oral antibiotic)",FALSE,,OzshuDqmXQI,,,,
,creXnq9mj8J,"SAV_5002:5 Co-trimoxazole 200+40 mg/ml suspension (Oral
antibiotics for children)",SAV_5002:5 Co-trimoxazole 200+40 mg/ml suspensi,SUM,TRACKER,"5002:5 Co-trimoxazole 200+40 mg/ml suspension (Oral
antibiotics for children)",TEXT,"5002:5 Co-trimoxazole 200+40 mg/ml suspension (Oral
antibiotics for children)",FALSE,,OzshuDqmXQI,,,,
,jbQPzBMvfqs,"SAV_5002:6 Diazepam 5mg tab
(Anxiety/muscle relaxant)","SAV_5002:6 Diazepam 5mg tab
(Anxiety/muscle rel",SUM,TRACKER,"5002:6 Diazepam 5mg tab
(Anxiety/muscle relaxant)",TEXT,"5002:6 Diazepam 5mg tab
(Anxiety/muscle relaxant)",FALSE,,OzshuDqmXQI,,,,
,eAh2pGIGrZ1,"SAV_5002:7 Diclofenac 50/75 mg cap/tab
(Strong oral pain medicine)","SAV_5002:7 Diclofenac 50/75 mg cap/tab
(Strong ",SUM,TRACKER,"5002:7 Diclofenac 50/75 mg cap/tab
(Strong oral pain medicine)",TEXT,"5002:7 Diclofenac 50/75 mg cap/tab
(Strong oral pain medicine)",FALSE,,OzshuDqmXQI,,,,
,kqOgrWHZwaQ,"SAV_5002:8 Glibenclamide 5 mg cap/tab
(Oral treatment for type-2 diabetes)","SAV_5002:8 Glibenclamide 5 mg cap/tab
(Oral tre",SUM,TRACKER,"5002:8 Glibenclamide 5 mg cap/tab
(Oral treatment for type-2 diabetes)",TEXT,"5002:8 Glibenclamide 5 mg cap/tab
(Oral treatment for type-2 diabetes)",FALSE,,OzshuDqmXQI,,,,
,DOOk0fiVJHW,"SAV_5002:9 Omeprazole 20 mg cap
(Gastro-esophageal reflux)","SAV_5002:9 Omeprazole 20 mg cap
(Gastro-esophag",SUM,TRACKER,"5002:9 Omeprazole 20 mg cap
(Gastro-esophageal reflux)",TEXT,"5002:9 Omeprazole 20 mg cap
(Gastro-esophageal reflux)",FALSE,,OzshuDqmXQI,,,,
,Dreoce5vn1z,"SAV_5003:1 Co-trimoxazole 400+80mg cap/tab
(Oral antibiotic)","SAV_5003:1 Co-trimoxazole 400+80mg cap/tab
(Ora",SUM,TRACKER,"5003:1 Co-trimoxazole 400+80mg cap/tab
(Oral antibiotic)",TEXT,"5003:1 Co-trimoxazole 400+80mg cap/tab
(Oral antibiotic)",FALSE,,OzshuDqmXQI,,,,
,WSAjztMtwgK,"SAV_5003:2 Albendazole 400 or 500mg chewable or Mebendazole
cap/tab",SAV_5003:2 Albendazole 400 or 500mg chewable or,SUM,TRACKER,"5003:2 Albendazole 400 or 500mg chewable or Mebendazole
cap/tab",TEXT,"5003:2 Albendazole 400 or 500mg chewable or Mebendazole
cap/tab",FALSE,,OzshuDqmXQI,,,,
,HXxpSUiW4L4,SAV_5003:3 Metronidazole tab (200 or 400mg),SAV_5003:3 Metronidazole tab (200 or 400mg),SUM,TRACKER,5003:3 Metronidazole tab (200 or 400mg),TEXT,5003:3 Metronidazole tab (200 or 400mg),FALSE,,OzshuDqmXQI,,,,
,V0mOLZu2kCe,SAV_5004:10 Prednisolone cap/tab,SAV_5004:10 Prednisolone cap/tab,SUM,TRACKER,5004:10 Prednisolone cap/tab,TEXT,5004:10 Prednisolone cap/tab,FALSE,,OzshuDqmXQI,,,,
,x2FKBNwxB1G,SAV_5004:11 Hydrohlorthiazide 25mg tab,SAV_5004:11 Hydrohlorthiazide 25mg tab,SUM,TRACKER,5004:11 Hydrohlorthiazide 25mg tab,TEXT,5004:11 Hydrohlorthiazide 25mg tab,FALSE,,OzshuDqmXQI,,,,
,e5OukpAW16h,SAV_5004:12 Epinephrine / Adrenaline injection,SAV_5004:12 Epinephrine / Adrenaline injection,SUM,TRACKER,5004:12 Epinephrine / Adrenaline injection,TEXT,5004:12 Epinephrine / Adrenaline injection,FALSE,,OzshuDqmXQI,,,,
,dWeiXzlrPQR,SAV_5004:1 Metformin cap/tab,SAV_5004:1 Metformin cap/tab,SUM,TRACKER,5004:1 Metformin cap/tab,TEXT,5004:1 Metformin cap/tab,FALSE,,OzshuDqmXQI,,,,
,A0PnsOl4JrW,SAV_5004:2 Insulin injection,SAV_5004:2 Insulin injection,SUM,TRACKER,5004:2 Insulin injection,TEXT,5004:2 Insulin injection,FALSE,,OzshuDqmXQI,,,,
,lAxuCJpkLIW,SAV_5004:3 Glucose 50%  (or 10%) injectable solution,SAV_5004:3 Glucose 50%  (or 10%) injectable sol,SUM,TRACKER,5004:3 Glucose 50%  (or 10%) injectable solution,TEXT,5004:3 Glucose 50%  (or 10%) injectable solution,FALSE,,OzshuDqmXQI,,,,
,H0scGnVTLWg,"SAV_5004:4 Enalapril  5 mg cap/tab
(Vaso-dilatation, Cardiac Hypertension)","SAV_5004:4 Enalapril  5 mg cap/tab
(Vaso-dilata",SUM,TRACKER,"5004:4 Enalapril  5 mg cap/tab
(Vaso-dilatation, Cardiac Hypertension)",TEXT,"5004:4 Enalapril  5 mg cap/tab
(Vaso-dilatation, Cardiac Hypertension)",FALSE,,OzshuDqmXQI,,,,
,PLwjjOiryrl,SAV_5004:5 Furosemide 40mg tabs (Thiazides),SAV_5004:5 Furosemide 40mg tabs (Thiazides),SUM,TRACKER,5004:5 Furosemide 40mg tabs (Thiazides),TEXT,5004:5 Furosemide 40mg tabs (Thiazides),FALSE,,OzshuDqmXQI,,,,
,fDTRg4tOcSq,"SAV_5004:6 Atenolol 50 mg cap/tab
(Beta-blocker, Angina/Hypertension)","SAV_5004:6 Atenolol 50 mg cap/tab
(Beta-blocker",SUM,TRACKER,"5004:6 Atenolol 50 mg cap/tab
(Beta-blocker, Angina/Hypertension)",TEXT,"5004:6 Atenolol 50 mg cap/tab
(Beta-blocker, Angina/Hypertension)",FALSE,,OzshuDqmXQI,,,,
,S42rx3WkoxQ,SAV_5004:7 Amlodipine 5mg tab (Calcium channel blockers),SAV_5004:7 Amlodipine 5mg tab (Calcium channel,SUM,TRACKER,5004:7 Amlodipine 5mg tab (Calcium channel blockers),TEXT,5004:7 Amlodipine 5mg tab (Calcium channel blockers),FALSE,,OzshuDqmXQI,,,,
,xW2PK8ffnCB,SAV_5004:8 Aspirin 300mg tab,SAV_5004:8 Aspirin 300mg tab,SUM,TRACKER,5004:8 Aspirin 300mg tab,TEXT,5004:8 Aspirin 300mg tab,FALSE,,OzshuDqmXQI,,,,
,AhFC5OPJhRN,SAV_5004:9 Beclomethasone 50mcg/dose inhaler,SAV_5004:9 Beclomethasone 50mcg/dose inhaler,SUM,TRACKER,5004:9 Beclomethasone 50mcg/dose inhaler,TEXT,5004:9 Beclomethasone 50mcg/dose inhaler,FALSE,,OzshuDqmXQI,,,,
,O03dBJV0uhU,SAV_5005:1 Combined oral contraceptive pills,SAV_5005:1 Combined oral contraceptive pills,SUM,TRACKER,5005:1 Combined oral contraceptive pills,TEXT,5005:1 Combined oral contraceptive pills,FALSE,,OzshuDqmXQI,,,,
,uFYGa6JFYwR,SAV_5005:2 Combined injectable contraceptives,SAV_5005:2 Combined injectable contraceptives,SUM,TRACKER,5005:2 Combined injectable contraceptives,TEXT,5005:2 Combined injectable contraceptives,FALSE,,OzshuDqmXQI,,,,
,kse2tPJF7Ti,SAV_5005:3 Progestin-only injectable contraceptives,SAV_5005:3 Progestin-only injectable contracept,SUM,TRACKER,5005:3 Progestin-only injectable contraceptives,TEXT,5005:3 Progestin-only injectable contraceptives,FALSE,,OzshuDqmXQI,,,,
,h7MpEgH5i3p,SAV_5005:4 Male condoms,SAV_5005:4 Male condoms,SUM,TRACKER,5005:4 Male condoms,TEXT,5005:4 Male condoms,FALSE,,OzshuDqmXQI,,,,
,crk9wxhUWDn,SAV_5005:5 Female condoms,SAV_5005:5 Female condoms,SUM,TRACKER,5005:5 Female condoms,TEXT,5005:5 Female condoms,FALSE,,OzshuDqmXQI,,,,
,AEiS7z7KpIj,SAV_5005:6 IUCDs (any type),SAV_5005:6 IUCDs (any type),SUM,TRACKER,5005:6 IUCDs (any type),TEXT,5005:6 IUCDs (any type),FALSE,,OzshuDqmXQI,,,,
,GE0c15Ub5iH,SAV_5006:10 Salbutamol 50mcg/ml injection,SAV_5006:10 Salbutamol 50mcg/ml injection,SUM,TRACKER,5006:10 Salbutamol 50mcg/ml injection,TEXT,5006:10 Salbutamol 50mcg/ml injection,FALSE,,OzshuDqmXQI,,,,
,FRy9WNaRTFH,SAV_5006:11 Morphine 10mg/ml  injection,SAV_5006:11 Morphine 10mg/ml  injection,SUM,TRACKER,5006:11 Morphine 10mg/ml  injection,TEXT,5006:11 Morphine 10mg/ml  injection,FALSE,,OzshuDqmXQI,,,,
,GibUg6GfIQ9,SAV_5006:12 Benzathine penicillin 2.4MU/ml injection (powder),SAV_5006:12 Benzathine penicillin 2.4MU/ml inje,SUM,TRACKER,5006:12 Benzathine penicillin 2.4MU/ml injection (powder),TEXT,5006:12 Benzathine penicillin 2.4MU/ml injection (powder),FALSE,,OzshuDqmXQI,,,,
,Bv94ZvoBgjh,SAV_5006:13 Betamethasone or Dexamethasone injection,SAV_5006:13 Betamethasone or Dexamethasone inje,SUM,TRACKER,5006:13 Betamethasone or Dexamethasone injection,TEXT,5006:13 Betamethasone or Dexamethasone injection,FALSE,,OzshuDqmXQI,,,,
,Bvfo3AFc44l,SAV_5006:14 Nifedipine 10mg cap,SAV_5006:14 Nifedipine 10mg cap,SUM,TRACKER,5006:14 Nifedipine 10mg cap,TEXT,5006:14 Nifedipine 10mg cap,FALSE,,OzshuDqmXQI,,,,
,wHvGEPLK18r,SAV_5006:1 Diazepam injection,SAV_5006:1 Diazepam injection,SUM,TRACKER,5006:1 Diazepam injection,TEXT,5006:1 Diazepam injection,FALSE,,OzshuDqmXQI,,,,
,NMM05uWAVGJ,SAV_5006:2 Oxytocin 10IU/ml  injection,SAV_5006:2 Oxytocin 10IU/ml  injection,SUM,TRACKER,5006:2 Oxytocin 10IU/ml  injection,TEXT,5006:2 Oxytocin 10IU/ml  injection,FALSE,,OzshuDqmXQI,,,,
,ISrxSsrVud9,SAV_5006:3 Sodium chloride injectable solution (N,SAV_5006:3 Sodium chloride injectable solution,SUM,TRACKER,5006:3 Sodium chloride injectable solution (N,TEXT,5006:3 Sodium chloride injectable solution (N,FALSE,,OzshuDqmXQI,,,,
,MeZAy2Ey9Ys,SAV_5006:4 Calcium gluconate injection,SAV_5006:4 Calcium gluconate injection,SUM,TRACKER,5006:4 Calcium gluconate injection,TEXT,5006:4 Calcium gluconate injection,FALSE,,OzshuDqmXQI,,,,
,VLVeR91R0Bg,SAV_5006:5 Magnesium sulphate 50% injection,SAV_5006:5 Magnesium sulphate 50% injection,SUM,TRACKER,5006:5 Magnesium sulphate 50% injection,TEXT,5006:5 Magnesium sulphate 50% injection,FALSE,,OzshuDqmXQI,,,,
,hlPc2mt49en,SAV_5006:6 Ampicillin sodium 500mg injection (powder),SAV_5006:6 Ampicillin sodium 500mg injection (p,SUM,TRACKER,5006:6 Ampicillin sodium 500mg injection (powder),TEXT,5006:6 Ampicillin sodium 500mg injection (powder),FALSE,,OzshuDqmXQI,,,,
,qmaxCozxXjP,SAV_5006:7 Gentamicin 10 or 40mg/ml injection,SAV_5006:7 Gentamicin 10 or 40mg/ml injection,SUM,TRACKER,5006:7 Gentamicin 10 or 40mg/ml injection,TEXT,5006:7 Gentamicin 10 or 40mg/ml injection,FALSE,,OzshuDqmXQI,,,,
,vgmwUJYfJgM,SAV_5006:8 Metronidazole 500mg injection,SAV_5006:8 Metronidazole 500mg injection,SUM,TRACKER,5006:8 Metronidazole 500mg injection,TEXT,5006:8 Metronidazole 500mg injection,FALSE,,OzshuDqmXQI,,,,
,vGNniPFzkEK,SAV_5006:9 Misoprostol cap/tab,SAV_5006:9 Misoprostol cap/tab,SUM,TRACKER,5006:9 Misoprostol cap/tab,TEXT,5006:9 Misoprostol cap/tab,FALSE,,OzshuDqmXQI,,,,
,Tx4w94K3S2U,SAV_5007:10 Tetracycline eye ointment for newborn,SAV_5007:10 Tetracycline eye ointment for newbo,SUM,TRACKER,5007:10 Tetracycline eye ointment for newborn,TEXT,5007:10 Tetracycline eye ointment for newborn,FALSE,,OzshuDqmXQI,,,,
,k6b1C58PljD,SAV_5007:1 Amoxicillin suspension 250mg/ml (Oral antibiotics for children),SAV_5007:1 Amoxicillin suspension 250mg/ml (Ora,SUM,TRACKER,5007:1 Amoxicillin suspension 250mg/ml (Oral antibiotics for children),TEXT,5007:1 Amoxicillin suspension 250mg/ml (Oral antibiotics for children),FALSE,,OzshuDqmXQI,,,,
,cQ4bXD2r1Jy,SAV_5007:2 Benzylpenicillin powder for injection,SAV_5007:2 Benzylpenicillin powder for injectio,SUM,TRACKER,5007:2 Benzylpenicillin powder for injection,TEXT,5007:2 Benzylpenicillin powder for injection,FALSE,,OzshuDqmXQI,,,,
,valCPtnAkvS,SAV_5007:3 Oral Rehydration Salts (ORS) sachets,SAV_5007:3 Oral Rehydration Salts (ORS) sachets,SUM,TRACKER,5007:3 Oral Rehydration Salts (ORS) sachets,TEXT,5007:3 Oral Rehydration Salts (ORS) sachets,FALSE,,OzshuDqmXQI,,,,
,MmQYKIZoyMO,SAV_5007:4 Zinc sulphate 20mg tablets,SAV_5007:4 Zinc sulphate 20mg tablets,SUM,TRACKER,5007:4 Zinc sulphate 20mg tablets,TEXT,5007:4 Zinc sulphate 20mg tablets,FALSE,,OzshuDqmXQI,,,,
,VUcrMLGcRUT,SAV_5007:5 Vitamin A capsules,SAV_5007:5 Vitamin A capsules,SUM,TRACKER,5007:5 Vitamin A capsules,TEXT,5007:5 Vitamin A capsules,FALSE,,OzshuDqmXQI,,,,
,A1DvpBLJwcL,"SAV_5007:6 Morphine granule, injection, or cap/tab","SAV_5007:6 Morphine granule, injection, or cap/",SUM,TRACKER,"5007:6 Morphine granule, injection, or cap/tab",TEXT,"5007:6 Morphine granule, injection, or cap/tab",FALSE,,OzshuDqmXQI,,,,
,JWoHXrXuT3r,SAV_5007:7 Iron  tablets,SAV_5007:7 Iron  tablets,SUM,TRACKER,5007:7 Iron  tablets,TEXT,5007:7 Iron  tablets,FALSE,,OzshuDqmXQI,,,,
,jkHPnjbDU9d,SAV_5007:8 Folic acid tablets,SAV_5007:8 Folic acid tablets,SUM,TRACKER,5007:8 Folic acid tablets,TEXT,5007:8 Folic acid tablets,FALSE,,OzshuDqmXQI,,,,
,gD26meX0m5z,SAV_5007:9 Iron and folic acid combined tablets,SAV_5007:9 Iron and folic acid combined tablets,SUM,TRACKER,5007:9 Iron and folic acid combined tablets,TEXT,5007:9 Iron and folic acid combined tablets,FALSE,,OzshuDqmXQI,,,,
,tG7er9vYmh4,SAV_5008:10 HPV Vaccine,SAV_5008:10 HPV Vaccine,SUM,TRACKER,5008:10 HPV Vaccine,TEXT,5008:10 HPV Vaccine,FALSE,,OzshuDqmXQI,,,,
,LBAd1N9UWnR,SAV_5008:11 Typhoid Vaccine,SAV_5008:11 Typhoid Vaccine,SUM,TRACKER,5008:11 Typhoid Vaccine,TEXT,5008:11 Typhoid Vaccine,FALSE,,OzshuDqmXQI,,,,
,cqEaWW1Ija4,SAV_5008:1 Measles vaccine and diluent,SAV_5008:1 Measles vaccine and diluent,SUM,TRACKER,5008:1 Measles vaccine and diluent,TEXT,5008:1 Measles vaccine and diluent,FALSE,,OzshuDqmXQI,,,,
,PZySFeebdEA,SAV_5008:2 DPT - Hib + HepB (pentavalent),SAV_5008:2 DPT - Hib + HepB (pentavalent),SUM,TRACKER,5008:2 DPT - Hib + HepB (pentavalent),TEXT,5008:2 DPT - Hib + HepB (pentavalent),FALSE,,OzshuDqmXQI,,,,
,ZnO60rOE1pY,SAV_5008:3 Oral polio vaccine,SAV_5008:3 Oral polio vaccine,SUM,TRACKER,5008:3 Oral polio vaccine,TEXT,5008:3 Oral polio vaccine,FALSE,,OzshuDqmXQI,,,,
,Ze7bw25XtuP,SAV_5008:4 BCG vaccine and diluent,SAV_5008:4 BCG vaccine and diluent,SUM,TRACKER,5008:4 BCG vaccine and diluent,TEXT,5008:4 BCG vaccine and diluent,FALSE,,OzshuDqmXQI,,,,
,tY3l0gOFIkP,SAV_5008:5 Tetanus toxoid vaccine,SAV_5008:5 Tetanus toxoid vaccine,SUM,TRACKER,5008:5 Tetanus toxoid vaccine,TEXT,5008:5 Tetanus toxoid vaccine,FALSE,,OzshuDqmXQI,,,,
,glb4Crzlx86,SAV_5008:6 PCV-10 (pneummoccocal) vaccine,SAV_5008:6 PCV-10 (pneummoccocal) vaccine,SUM,TRACKER,5008:6 PCV-10 (pneummoccocal) vaccine,TEXT,5008:6 PCV-10 (pneummoccocal) vaccine,FALSE,,OzshuDqmXQI,,,,
,nHByyHoylVI,SAV_5008:7 Rotavirus Vaccine,SAV_5008:7 Rotavirus Vaccine,SUM,TRACKER,5008:7 Rotavirus Vaccine,TEXT,5008:7 Rotavirus Vaccine,FALSE,,OzshuDqmXQI,,,,
